Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Option1 Linked To,Option2 Name,Option2 Value,Option2 Linked To,Option3 Name,Option3 Value,Option3 Linked To,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Requires Shipping,Variant Taxable,Unit Price Total Measure,Unit Price Total Measure Unit,Unit Price Base Measure,Unit Price Base Measure Unit,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Variant Image,Variant Weight Unit,Variant Tax Code,Status
pureairx-home-show-kit,,,,,,,,,Remote Mount UV,,,,,,,,B-SRTRMHOMESHOWKIT,0.0,,-4,deny,manual,true,true,,,,,,https://cdn.shopify.com/s/files/1/0294/4116/3400/products/SNAHomeShowKitDescriptions.jpg?v=1636667894,2,,,,,,lb,,
solaceair-home-show-kit,SolaceAir Home Show Kit,"<p><strong>This kit comes with:</strong></p>
<p>1 -UV Demo Display (Part#LPC36NONUV)</p>
<p>1 -Polarized-Media Air Cleaner Demo Unit (Part# 1LPD1410WITHCASE)</p>
<p>1 - Video Book (Part#VB2020)</p>
<p>20 - Clean Air Provided By Stickers (Part# SLA-607)</p>
<p>2 - Consumer Handbooks (Part#<span data-mce-fragment=""1"">SLA</span>-233)</p>
<p>1  Solace Air Training Poster (Part# <span data-mce-fragment=""1"">SLA</span>-609)</p>
<p>100  Fixed Mount or Remote Mount Total Home Solutions brochures (Part# <span data-mce-fragment=""1"">SLA</span>-252FM or <span data-mce-fragment=""1"">SLA</span>-252RM)</p>
<p><span>Limit - 1 per order</span></p>",Dynamic AQS,Uncategorized,Marketing and Training,"BIO, SLA",true,UV Brochure,Fixed Mount UV,,,,,,,,B-SLAFMHOMESHOWKIT,0.0,,-21,deny,manual,true,true,,,,,,https://cdn.shopify.com/s/files/1/0294/4116/3400/products/SLAHomeShowKit.jpg?v=1636667902,1,,false,,,,lb,,active
solaceair-home-show-kit,,,,,,,,,Remote Mount UV,,,,,,,,B-SLARMHOMESHOWKIT,0.0,,-69,deny,manual,true,true,,,,,,https://cdn.shopify.com/s/files/1/0294/4116/3400/products/SLAHomeShowKitDescriptions.jpg?v=1636667904,2,,,,,,lb,,
ars-home-show-kit,ARS Home Show Kit,"<p><strong>This kit comes with:</strong></p>
<p>1 -UV Demo Display (Part#LPC36NONUV)</p>
<p>1 -Polarized-Media Air Cleaner Demo Unit (Part# 1LPD1410WITHCASE)</p>
<p>1 - Video Book (Part#VB2020)</p>
<p>20 - Clean Air Provided By Stickers (Part# ARS-607)</p>
<p>2 - Consumer Handbooks (Part# ARS-233)</p>
<p>1  Training Poster (Part# ARS-609)</p>
<p>100  Fixed Mount or Remote Mount Total Home Solutions brochures (Part#ARS-252FM orARS-252RM)</p>
<p><span>Limit - 1 per order</span></p>",Dynamic AQS,Uncategorized,Marketing and Training,ARS,true,UV Brochure,Fixed Mount UV,,,,,,,,B-ARSFMHOMESHOWKIT,0.0,,0,deny,manual,true,true,,,,,,https://cdn.shopify.com/s/files/1/0294/4116/3400/products/ARSHomeShowKit.jpg?v=1636667844,1,,false,,,,lb,,active
ars-home-show-kit,,,,,,,,,Remote Mount UV,,,,,,,,B-ARSRMHOMESHOWKIT,0.0,,0,deny,manual,true,true,,,,,,https://cdn.shopify.com/s/files/1/0294/4116/3400/products/ARSHomeShowKitDescriptions.jpg?v=1636667845,2,,,,,,lb,,
aire-serv-home-show-kit,Aire Serv Home Show Kit,"<p><strong>This kit comes with:</strong></p>
<p>1 -UV Demo Display (Part#LPC36NONUV)</p>
<p>1 -Polarized-Media Air Cleaner Demo Unit (Part# 1LPD1410WITHCASE)</p>
<p>1 - Video Book (Part#VB2020)</p>
<p>20 - Clean Air Provided By Stickers (Part# ASV-607)</p>
<p>2 - Consumer Handbooks (Part# ASV-233)</p>
<p>1  Training Poster (Part#ASV-609)</p>
<p>100  Fixed Mount or Remote Mount Total Home Solutions brochures (Part#ASV-252FM orASV-252RM)</p>
<p>Limit - 1 per order</p>",Dynamic AQS,Uncategorized,Marketing and Training,ASV,true,UV Brochure,Fixed Mount UV,,,,,,,,B-ASVFMHOMESHOWKIT,0.0,,-8,deny,manual,true,true,,,,,,https://cdn.shopify.com/s/files/1/0294/4116/3400/products/ASVHomeShowKit.png?v=1636667828,1,,false,,,,lb,,active
aire-serv-home-show-kit,,,,,,,,,Remote Mount UV,,,,,,,,B-ASVRMHOMESHOWKIT,0.0,,-7,deny,manual,true,true,,,,,,https://cdn.shopify.com/s/files/1/0294/4116/3400/products/ASVHomeShowKitDescriptions.jpg?v=1636667830,2,,,,,,lb,,
stratos-aire-poster,StratosAire Poster,"<p>Poster measures 24"" x 18""</p>",Dynamic AQS,Uncategorized,Marketing and Training,STS,false,Title,Default Title,,,,,,,,B-STS609,0.0,,-3,deny,manual,true,true,,,,,,https://cdn.shopify.com/s/files/1/0294/4116/3400/products/609trainingposterSTS6-21HR900x900.jpg?v=1632155853,1,,false,,,,lb,,active
pureairx-poster,PureAirX Poster,"Poster measures 24"" x 18"" <br>",Dynamic AQS,Uncategorized,Marketing and Training,SNA,false,Title,Default Title,,,,,,,,B-SRT609,0.0,,-3,deny,manual,true,true,,,,,,https://cdn.shopify.com/s/files/1/0294/4116/3400/products/609trainingposterSRT6-21HR900x900.jpg?v=1632155778,1,,false,,,,lb,,active
solace-air-poster,SolaceAir Poster,"<p>Poster measures 24"" x 18"" <br></p>",Dynamic AQS,Uncategorized,Marketing and Training,"BIO, SLA",false,Title,Default Title,,,,,,,,B-SLA609,0.0,,-74,deny,manual,true,true,,,,,,https://cdn.shopify.com/s/files/1/0294/4116/3400/products/609trainingposterSLA6-21HR900x900.jpg?v=1632155438,1,,false,,,,lb,,active
pristine-air-poster,Pristine Air Poster,"<p>Poster measures 24"" x 18""</p>",Dynamic AQS,Uncategorized,Marketing and Training,NEX,false,Title,Default Title,,,,,,,,B-NEX609,0.0,,-14,deny,manual,true,true,,,,,,https://cdn.shopify.com/s/files/1/0294/4116/3400/products/609trainingposterNEX6-21HR900x900.jpg?v=1632155369,1,,false,,,,lb,,active
eco-healthy-home-poster,EcoHealthyHome Poster,"<p>Poster measures 24"" x 18""</p>",Dynamic AQS,Uncategorized,Marketing and Training,ECO,false,Title,Default Title,,,,,,,,B-ECO609,0.0,,0,deny,manual,true,true,,,,,,https://cdn.shopify.com/s/files/1/0294/4116/3400/products/609trainingposterECO6-21HR900x900.jpg?v=1632155256,1,,false,,,,lb,,active
clean-air-defense-poster,Clean Air Defense Poster,"<p>Poster measures 24"" x 18""</p>",Dynamic AQS,Uncategorized,Marketing and Training,CAD,false,Title,Default Title,,,,,,,,B-CADS609,0.0,,-43,deny,manual,true,true,,,,,,https://cdn.shopify.com/s/files/1/0294/4116/3400/products/609trainingposterCADS6-21HR900x900.jpg?v=1632155129,1,,false,,,,lb,,active
aire-serv-poster,Aire Serv Poster,"<p>Poster measures 24"" x 18""</p>",Dynamic AQS,Uncategorized,Marketing and Training,ASV,false,Title,Default Title,,,,,,,,B-ASV609,0.0,,-16,deny,manual,true,true,,,,,,https://cdn.shopify.com/s/files/1/0294/4116/3400/products/609trainingposterASV6-21HR900x900.jpg?v=1632154985,1,,false,,,,lb,,active
ars-poster,ARS Poster,"<p>Poster measures 24"" x 18""</p>",Dynamic AQS,Uncategorized,Marketing and Training,ARS,false,Title,Default Title,,,,,,,,B-ARS609,0.0,,0,deny,manual,true,true,,,,,,https://cdn.shopify.com/s/files/1/0294/4116/3400/products/609trainingposterARS6-21HR900x900.jpg?v=1632154458,1,,false,,,,lb,,active
pan-treatment-magnet-1,Pan Treatment Magnet,"<p data-mce-fragment=""1"">Pan Treatment Magnet is 12"" x 6""</p>
<p data-mce-fragment=""1"">To be placed on the AHU to cover the pan treatment access opening</p>",Dynamic AQS,,Pan Strips,STS,true,Title,Default Title,,,,,,,,PTMAGNET,0.0,,-26,deny,manual,true,true,,,,,,https://cdn.shopify.com/s/files/1/0294/4116/3400/products/PanTreatmentMagnet_e76f929f-9e6f-47b5-b25f-8a7f275b6631.jpg?v=1623687218,1,,false,,,,lb,,active
pan-treatment-magnet,Pan Treatment Magnet,"<p>Pan Treatment Magnet is 12"" x 6""</p>
<p>To be placed on the AHU to cover the pan treatment access opening</p>",Dynamic AQS,,Pan Strips,"ARS, ASV, BIO, CAD, ECO, NEX, SLA, SNA",true,Title,Default Title,,,,,,,,PTMAGNET,0.0,,-135,deny,manual,true,true,,,,,,https://cdn.shopify.com/s/files/1/0294/4116/3400/products/PanTreatmentMagnet.jpg?v=1623439499,1,,false,,,,lb,,active
lsk-25403-16-adp-uvv-uvc-combo-replacement-lamps-w-adapter-1,LSK-25403-16/ADP UVV/UVC Combo Replacement Lamps w/Adapter,"<p>44W UVC16HC AND UVV5 LAMPS 16"" W/ ADAPTER</p>",Dynamic AQS,Uncategorized,UV Accessories,STS,true,Title,Default Title,,,,,,,,LSK-25403-16ADPT,0.0,,-3,deny,manual,true,true,,,,,,https://cdn.shopify.com/s/files/1/0294/4116/3400/products/LSK-25403-16-ADP_4047d0b6-47ed-41f0-9d06-93b8e6b4d5c3.png?v=1618932326,1,,false,,,,lb,,active
lsk-25403-16-adp-uvv-uvc-combo-replacement-lamps-w-adapter-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0294/4116/3400/products/AdaptorPlateforLSK-25403-16ADP_2a5aa460-277b-4d41-a994-ee7c25a67106.png?v=1618932326,2,,,,,,,,
lsk-25403-16-adp-uvv-uvc-combo-replacement-lamps-w-adapter,Replacement Lamp Kit w/Adapter for UVC/UVV Systems,"<p>44W UVC16HC and UVV5 LAMPS 16"" W/ ADAPTER</p>",Dynamic AQS,Uncategorized,UV Accessories,"ARS, ASV, BIO, CAD, ECO, ENV, NEX, SLA, SNA",true,Title,Default Title,,,,,,,,LSK-25403-16ADPT,0.0,,-802,deny,manual,true,true,,,,,,https://cdn.shopify.com/s/files/1/0294/4116/3400/products/LSK-25403-16-ADP.jpg?v=1618947742,1,,false,,,,lb,,active
lsk-25403-16-adp-uvv-uvc-combo-replacement-lamps-w-adapter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0294/4116/3400/products/LSK-25403-16-ADPPlate.jpg?v=1618947742,2,,,,,,,,
stratos-air-home-solutions-remote-mount-brochure,StratosAire Total Home Solutions Remote Mount Brochure,"<p>Stratos Air Total Home Solutions Remote Mount Brochure.</p>
<p><span>Order in quantities of 50 up to 200.</span></p>
<p>Click <a href=""https://cdn.shopify.com/s/files/1/0294/4116/3400/files/THSSTSRMBRO-252.jpg?v=1719002437"">here</a> to download a pdf version.<a href=""https://cdn.shopify.com/s/files/1/0294/4116/3400/files/THS_252_STS_RMSP_10-20_LR.pdf?v=1617198411""></a></p>",Dynamic AQS,Uncategorized,Marketing and Training,STS,true,Language,English,,,,,,,,B-STS252RM,0.0,,-3171,deny,manual,true,true,,,,,,https://cdn.shopify.com/s/files/1/0294/4116/3400/files/THSSTSRMBRO-252.jpg?v=1719002437,1,,false,,,,lb,,active
stratos-air-home-solutions-remote-mount-brochure,,,,,,,,,Spanish,,,,,,,,B-STS252RMSP,0.0,,0,deny,manual,true,true,,,,,,,,,,,,,lb,,
pure-air-x-home-solutions-remote-mount-brochure,Pure Air X Defense Total Home Solutions Remote Mount Brochure,"<p>Pure Air X Total Home Solutions Remote Mount Brochure.</p>
<p><span>Order in quantities of 50 up to 200.</span></p>
<p>To download, please click <a href=""https://cdn.shopify.com/s/files/1/0294/4116/3400/files/THSSNARMBRO-252.jpg?v=1719002355SRT_RM_10-20_LR.pdf?v=1617198411"">here</a><a href=""https://cdn.shopify.com/s/files/1/0294/4116/3400/files/THS_252_SRT_RM_10-20_LR.pdf?v=1617198411""></a>.</p>",Dynamic AQS,Uncategorized,Marketing and Training,SNA,true,Title,Default Title,,,,,,,,B-SRT252RM,0.0,,-2556,deny,manual,true,true,,,,,,https://cdn.shopify.com/s/files/1/0294/4116/3400/files/THSSNARMBRO-252.jpg?v=1719002355,1,,false,,,,lb,,active
solace-air-total-home-solutions-remote-mount-brochure,SolaceAir Total Home Solutions Remote Mount Brochure,"<p>Solace Air Total Home Solutions Remote Mount Brochure.</p>
<p><span>Order in quantities of 50 up to 200.</span></p>
<p>Click to download a pdf version in <a href=""https://cdn.shopify.com/s/files/1/0294/4116/3400/files/THSSLARMBRO-252-SPANISH.jpg?v=17190024022_SLA_RM_10-20_LR2.pdf?v=1617198411"" title=""Download"">English</a><a title=""Download"" href=""https://cdn.shopify.com/s/files/1/0294/4116/3400/files/THS_252_SLA_RM_10-20_LR2.pdf?v=1617198411""></a> or <a href=""https://cdn.shopify.com/s/files/1/0294/4116/3400/files/THSSLAFMBRO-252-SPANISH.jpg?v=1719002378SLA_RMSP_10-20_LR.pdf?v=1617198411"">Spanish</a></p>
<p> </p>",Dynamic AQS,Uncategorized,Marketing and Training,"BIO, SLA",true,Language,English,,,,,,,,B-SLA252RM,0.0,,-125595,deny,manual,true,true,,,,,,https://cdn.shopify.com/s/files/1/0294/4116/3400/files/THSSLARMBRO-252.jpg?v=1719002400,1,,false,,,,lb,,active
solace-air-total-home-solutions-remote-mount-brochure,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0294/4116/3400/files/THSSLARMBRO-252-SPANISH.jpg?v=1719002402,2,,,,,,,,
pristine-air-total-home-solutions-remote-mount-brochure,Pristine Air Total Home Solutions Remote Mount Brochure,"<p>Pristine Air Total Home Solutions Remote Mount Brochure.</p>
<p><span>Order in quantities of 50 up to 200.</span></p>
<p>To download, please click <a href=""https://cdn.shopify.com/s/files/1/0294/4116/3400/files/THS_NEX_RM_BRO-252.jpg?v=1719002023NEX_RM_10-20_LR.pdf?v=1617198411"">here</a><a href=""https://cdn.shopify.com/s/files/1/0294/4116/3400/files/THS_252_NEX_RM_10-20_LR.pdf?v=1617198411""></a>.</p>",Dynamic AQS,Uncategorized,Marketing and Training,NEX,true,Title,Default Title,,,,,,,,B-NEX252RM,0.0,,-6935,deny,manual,true,true,,,,,,https://cdn.shopify.com/s/files/1/0294/4116/3400/files/THSNEXRMBRO-252.jpg?v=1719002313,1,,false,,,,lb,,active
eco-healthy-home-total-home-solutions-remote-mount-brochure,Eco Healthy Home Total Home Solutions Remote Mount Brochure,"<p>Eco Healthy Home Total Home Solutions Remote Mount Brochure.</p>
<p><span>Order in quantities of 50 up to 200.</span></p>
<p>To download, please click <a href=""https://cdn.shopify.com/s/files/1/0294/4116/3400/files/THS_252_ECO_RM_10-20_LR.pdf?v=1617198411"">here</a>.</p>",Dynamic AQS,Uncategorized,Marketing and Training,ECO,true,Title,Default Title,,,,,,,,B-ECO252RM,0.0,,-350,deny,manual,true,true,,,,,,https://cdn.shopify.com/s/files/1/0294/4116/3400/products/ECO-252FM_e06857e8-7097-49de-966f-ee611b94aef7.jpg?v=1617197586,1,,false,,,,lb,,active
clean-air-defense-total-home-solutions-remote-mount-brochure,Clean Air Defense Total Home Solutions Remote Mount Brochure,"<p>Clean Air Defense Total Home Solutions Remote Mount Brochure.</p>
<p><span>Order in quantities of 50 up to 200.</span></p>
<p>Click to download a pdf version <a href=""https://cdn.shopify.com/s/files/1/0294/4116/3400/files/THS_CADS_RM_BRO-252.jpg?v=1719002024"">here</a>.</p>",Dynamic AQS,Uncategorized,Marketing and Training,CAD,true,Language,English,,,,,,,,B-CADS252RM,0.0,,-13201,deny,manual,true,true,,,,,,https://cdn.shopify.com/s/files/1/0294/4116/3400/files/THSCADSRMBRO-252.jpg?v=1719002240,1,,false,,,,lb,,active
clean-air-defense-total-home-solutions-remote-mount-brochure,,,,,,,,,Spanish,,,,,,,,B-CADS252RMSP,0.0,,0,deny,manual,true,true,,,,,,,,,,,,,lb,,
aire-serv-total-home-solutions-remote-mount-brochure,Aire Serv Total Home Solutions Remote Mount Brochure,"<p>Aire Serv Total Home Solutions Remote Mount Brochure.</p>
<p><span>Order in quantities of 50 up to 200.</span></p>
<p>To download, please click <a href=""https://cdn.shopify.com/s/files/1/0294/4116/3400/files/THS_ASV_RM_BRO-252.jpg?v=1719002023"">here</a>.</p>",Dynamic AQS,Uncategorized,Marketing and Training,ASV,true,Title,Default Title,,,,,,,,B-ASV252RM,0.0,,-5370,deny,manual,true,true,,,,,,https://cdn.shopify.com/s/files/1/0294/4116/3400/files/THSASVRMBRO-252.jpg?v=1719002139,1,,false,,,,lb,,active
ars-total-home-solutions-remote-mount-brochure,ARS Total Home Solutions Remote Mount Brochure,"<p>ARS Total Home Solutions Remote Mount Brochure</p>
<p><span>Order in quantities of 50 up to 200.</span></p>
<p>Click to download a pdf version <a href=""https://cdn.shopify.com/s/files/1/0294/4116/3400/files/THS_ARS_RM_BRO-252.jpg?v=1719002023"">here</a>.</p>",Dynamic AQS,Uncategorized,Marketing and Training,ARS,true,Language,English,,,,,,,,B-ARS252RM,0.0,,-2150,deny,manual,true,true,,,,,,https://cdn.shopify.com/s/files/1/0294/4116/3400/files/THSARSRMBRO-252.jpg?v=1719002187,1,,false,,,,lb,,active
ars-total-home-solutions-remote-mount-brochure,,,,,,,,,Spanish,,,,,,,,B-ARS252RMSP,0.0,,0,deny,manual,true,true,,,,,,,,,,,,,lb,,
stratos-air-home-solutions-fixed-mount-brochure,StratosAire Total Home Solutions Fixed Mount Brochure,"<p>Stratos Air Total Home Solutions Fixed Mount Brochure.</p>
<p><span>Order in quantities of 50 up to 200.</span></p>
<p>To download, please click <a href=""https://cdn.shopify.com/s/files/1/0294/4116/3400/files/THSSTSFMBRO-252.jpg?v=1719002419STS_FM_10-20_LR.pdf?v=1617195288"">here</a>.</p>",Dynamic AQS,Uncategorized,Marketing and Training,STS,true,Title,Default Title,,,,,,,,B-STS252FM,0.0,,-53,deny,manual,true,true,,,,,,https://cdn.shopify.com/s/files/1/0294/4116/3400/files/THSSTSFMBRO-252.jpg?v=1719002419,1,,false,,,,lb,,active
pure-air-x-home-solutions-fixed-mount-brochure,Pure Air X Defense Total Home Solutions Fixed Mount Brochure,"<p>Pure Air X Total Home Solutions Fixed Mount Brochure.</p>
<p><span>Order in quantities of 50 up to 200.</span></p>
<p>To download, please click <a href=""https://cdn.shopify.com/s/files/1/0294/4116/3400/files/THSSNAFMBRO-252.jpg?v=1719002339_SRT_FM_10-20_LR.pdf?v=1617195288"">here</a><a href=""https://cdn.shopify.com/s/files/1/0294/4116/3400/files/THS_252_SRT_FM_10-20_LR.pdf?v=1617195288""></a>.</p>",Dynamic AQS,Uncategorized,Marketing and Training,SNA,true,Title,Default Title,,,,,,,,B-SRT252FM,0.0,,-1150,deny,manual,true,true,,,,,,https://cdn.shopify.com/s/files/1/0294/4116/3400/files/THSSNAFMBRO-252.jpg?v=1719002339,1,,false,,,,lb,,active
solace-air-total-home-solutions-fixed-mount-brochure,SolaceAir Total Home Solutions Fixed Mount Brochure,"<p>Solace Air Total Home Solutions Fixed Mount Brochure.</p>
<p><span>Order in quantities of 50 up to 200.</span></p>
<p>Click to download a pdf version in <a href=""https://cdn.shopify.com/s/files/1/0294/4116/3400/files/THS_SLA_FM_BRO-252_e8f556a9-ec5a-429a-bb63-2d8187ba3284.jpg?v=1719002716SLA_FM_10-20_LR2.pdf?v=1617195288"" title=""Download"">English</a> or <a href=""https://cdn.shopify.com/s/files/1/0294/4116/3400/files/THSSLAFMBRO-252-SPANISH.jpg?v=1719002378_SLA_FMSP_10-20_LR.pdf?v=1617195288"">Spanish</a><a href=""https://cdn.shopify.com/s/files/1/0294/4116/3400/files/THS_252_SLA_FMSP_10-20_LR.pdf?v=1617195288""></a></p>
<p> </p>",Dynamic AQS,Uncategorized,Marketing and Training,"BIO, SLA",true,Language,English,,,,,,,,B-SLA252FM,0.0,,-9186,deny,manual,true,true,,,,,,https://cdn.shopify.com/s/files/1/0294/4116/3400/files/THSSLAFMBRO-252-SP.jpg?v=1719002375,1,,false,,,,lb,,active
solace-air-total-home-solutions-fixed-mount-brochure,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0294/4116/3400/files/THSSLAFMBRO-252-SPANISH.jpg?v=1719002378,2,,,,,,,,
pristine-air-total-home-solutions-fixed-mount-brochure,Pristine Air Total Home Solutions Fixed Mount Brochure,"<p>Pristine Air Total Home Solutions Fixed Mount Brochure.</p>
<p><span>Order in quantities of 50 up to 200.</span></p>
<p>To download, please click <a href=""https://cdn.shopify.com/s/files/1/0294/4116/3400/files/THS_NEX_FM_BRO-252.jpg?v=1719002024NEX_FM_10-20_LR.pdf?v=1617195288"">here</a><a href=""https://cdn.shopify.com/s/files/1/0294/4116/3400/files/THS_252_NEX_FM_10-20_LR.pdf?v=1617195288""></a>.</p>",Dynamic AQS,Uncategorized,Marketing and Training,NEX,true,Title,Default Title,,,,,,,,B-NEX252FM,0.0,,-22353,deny,manual,true,true,,,,,,https://cdn.shopify.com/s/files/1/0294/4116/3400/files/THSNEXFMBRO-252.jpg?v=1719002280,1,,false,,,,lb,,active
eco-healthy-home-total-home-solutions-fixed-mount-brochure,Eco Healthy Home Total Home Solutions Fixed Mount Brochure,"<p>Eco Healthy Home Total Home Solutions Fixed Mount Brochure.</p>
<p><span>Order in quantities of 50 up to 200.</span></p>
<p>To download, please click <a href=""https://cdn.shopify.com/s/files/1/0294/4116/3400/files/THS_252_ECO_FM_10-20_LR.pdf?v=1617195288"">here</a>.</p>",Dynamic AQS,Uncategorized,Marketing and Training,ECO,true,Title,Default Title,,,,,,,,B-ECO252FM,0.0,,-100,deny,manual,true,true,,,,,,https://cdn.shopify.com/s/files/1/0294/4116/3400/products/ECO-252FM.jpg?v=1617194655,1,,false,,,,lb,,active
clean-air-defense-total-home-solutions-fixed-mount-brochure,Clean Air Defense Total Home Solutions Fixed Mount Brochure,"<p>Clean Air Defense Total Home Solutions Fixed Mount Brochure.</p>
<p><span>Order in quantities of 50 up to 200.</span></p>
<p>To download, please click <a href=""https://cdn.shopify.com/s/files/1/0294/4116/3400/files/THS_CADS_FM_BRO-252.jpg?v=1719002023_CADS_FM_10-20_LR2.pdf?v=1617130050"">here</a><a href=""https://cdn.shopify.com/s/files/1/0294/4116/3400/files/THS_252_CADS_FM_10-20_LR2.pdf?v=1617130050""></a>.</p>",Dynamic AQS,Uncategorized,Marketing and Training,CAD,true,Title,Default Title,,,,,,,,B-CADS252FM,0.0,,-7125,deny,manual,true,true,,,,,,https://cdn.shopify.com/s/files/1/0294/4116/3400/files/THSCADSFMBRO-252.jpg?v=1719002219,1,,false,,,,lb,,active
aire-serv-total-home-solutions-fixed-mount-brochure,Aire Serv Total Home Solutions Fixed Mount Brochure,"<p>Aire Serv Total Home Solutions Fixed Mount Brochure.</p>
<p>Order in quantities of 50 up to 200.</p>
<p>To download, please click <a href=""https://cdn.shopify.com/s/files/1/0294/4116/3400/files/THS_ASV_FM_BRO-252.jpg?v=1719002023SV_FM_10-20_LR2.pdf?v=1617129106"">here</a><a href=""https://cdn.shopify.com/s/files/1/0294/4116/3400/files/THS_252_ASV_FM_10-20_LR2.pdf?v=1617129106""></a>.</p>",Dynamic AQS,Uncategorized,Marketing and Training,ASV,true,Title,Default Title,,,,,,,,B-ASV252FM,0.0,,-4142,deny,manual,true,true,,,,,,https://cdn.shopify.com/s/files/1/0294/4116/3400/files/THS_ASV_FM_BRO-252.jpg?v=1719002023,1,,false,,,,lb,,active
